SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
32,11:24:13,2025-04-03,Petals MtDiablo,Shea Nolan,,016,A,top,0.002060,2.539144,0.002059,0.041561,1.067207,1.065714,3.022794,1.955588,10.775181,10.790276,30.562759,0.441786,7.500000,38.96,38.91,22.52,24.15,24.15,98.90,120.3,119.8,0.5,1251,3.670,11:24:01,2025-04-03,0.15,1,0.000,0.002,-9999.000,0.002,0.003,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.483272,2.494119,1.357240,0.843309,0.301130,0.018147,0.400985,1.193196,37.094234,0.000133,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
33,11:28:35,2025-04-03,Petals MtDiablo,Shea Nolan,,017,A,bottom,0.015090,2.543006,0.015001,0.366482,1.112983,1.099855,3.473607,2.360624,11.118517,11.251231,35.114960,0.441786,7.500000,38.64,38.19,23.35,26.49,26.49,98.92,120.6,119.8,0.7,2014,3.668,11:24:01,2025-04-03,0.15,1,-0.002,-0.003,-9999.000,-0.002,-0.004,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.482016,2.493461,1.359539,0.843290,0.291300,0.035973,0.409642,1.855115,37.212608,0.000133,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
34,11:28:58,2025-04-03,Petals MtDiablo,Shea Nolan,,017,A,top,0.010063,2.540773,0.010024,0.263990,1.159539,1.150072,3.700834,2.541296,11.625818,11.721508,37.410881,0.441786,7.500000,40.05,39.73,23.44,27.57,27.57,98.92,120.5,119.9,0.5,2064,3.667,11:24:01,2025-04-03,0.15,1,0.002,-0.000,-0.004,-0.006,-0.006,-0.008,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.484293,2.495566,1.358209,0.843609,0.290307,0.047915,0.410250,1.898568,37.201164,0.000136,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
35,11:31:48,2025-04-03,Petals MtDiablo,Shea Nolan,,018,A,bottom,-0.005048,2.538100,-0.005058,-0.095045,1.025740,1.029158,2.848099,1.822358,10.404763,10.370205,28.794197,0.441786,7.500000,35.68,35.80,23.32,23.17,23.17,98.91,120.2,119.8,0.4,719,3.666,11:24:01,2025-04-03,0.15,1,-0.001,-0.002,-9999.000,-0.004,-0.006,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.478422,2.488955,1.356619,0.843396,0.291643,-0.002489,0.414299,0.731323,37.066341,0.000131,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
36,11:32:10,2025-04-03,Petals MtDiablo,Shea Nolan,,018,A,top,-0.007444,2.537839,-0.007466,-0.141477,1.044243,1.049331,2.881483,1.837239,10.608335,10.556895,29.130674,0.441786,7.500000,36.44,36.62,23.27,23.36,23.36,98.92,120.2,119.8,0.4,1841,3.667,11:24:01,2025-04-03,0.15,1,0.001,0.003,-9999.000,0.004,-0.001,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.479675,2.490134,1.356465,0.843366,0.292280,0.000350,0.415074,1.705447,37.078857,0.000132,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
37,11:36:29,2025-04-03,Petals MtDiablo,Shea Nolan,,019,A,bottom,-0.001089,2.540930,-0.001090,-0.024410,1.165956,1.166831,3.331069,2.165113,11.797010,11.788164,33.678116,0.441786,7.500000,39.66,39.69,23.69,25.78,25.78,98.91,120.5,119.8,0.6,1225,3.664,11:24:01,2025-04-03,0.15,1,-0.001,-0.001,-9999.000,0.001,0.000,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.484187,2.494924,1.358302,0.843260,0.287372,0.023597,0.425040,1.170303,37.204025,0.000132,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
38,11:36:59,2025-04-03,Petals MtDiablo,Shea Nolan,,019,A,top,-0.002796,2.541337,-0.002799,-0.060060,1.143420,1.145573,3.219188,2.075768,11.582210,11.560444,32.547298,0.441786,7.500000,38.60,38.67,23.82,25.21,25.21,98.91,120.5,120.0,0.4,1014,3.664,11:36:42,2025-04-03,0.13,1,0.002,0.001,-9999.000,0.003,0.005,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.482640,2.493330,1.358545,0.843748,0.285917,0.015359,0.425842,0.987027,37.174702,0.000133,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
39,11:38:00,2025-04-03,Petals MtDiablo,Shea Nolan,,020,A,bottom,0.000391,2.541741,0.000390,0.007276,1.053031,1.052770,2.859387,1.806355,10.644151,10.646790,28.910145,0.441786,7.500000,35.51,35.50,23.84,23.23,23.23,98.91,120.5,120.0,0.4,1776,3.664,11:36:42,2025-04-03,0.13,1,-0.000,-0.002,-9999.000,-0.001,-0.003,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.477862,2.488622,1.358785,0.843844,0.285687,-0.007720,0.427279,1.648878,37.138580,0.000132,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
40,11:38:20,2025-04-03,Petals MtDiablo,Shea Nolan,,020,A,top,-0.004261,2.541448,-0.004268,-0.094958,1.109593,1.112997,3.261494,2.151901,11.252995,11.218573,32.975441,0.441786,7.500000,37.45,37.57,23.82,25.43,25.43,98.91,120.5,119.6,0.8,1516,3.663,11:36:42,2025-04-03,0.13,1,-0.004,-0.005,-9999.000,-0.004,-0.000,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.480990,2.491597,1.358610,0.842853,0.285901,0.017914,0.427931,1.423332,37.114620,0.000130,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
1,12:11:39,2025-04-03,Petals MtDiablo,Shea Nolan,,021,A,bottom,0.002000,2.543367,0.001999,0.044130,1.067517,1.065936,3.203723,2.136207,10.779088,10.795073,32.397083,0.441786,7.500000,40.34,40.28,21.96,25.13,25.13,98.89,120.7,120.0,0.6,1451,3.665,12:11:18,2025-04-03,0.30,1,0.002,0.000,-9999.000,-0.023,-0.046,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.485439,2.496079,1.359755,0.843732,0.308023,0.036057,0.151898,1.366428,56.660770,0.000129,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
2,12:11:58,2025-04-03,Petals MtDiablo,Shea Nolan,,021,A,top,0.013736,2.542655,0.013662,0.267211,1.122811,1.113241,3.016421,1.893610,11.257476,11.354253,30.503099,0.441786,7.500000,42.23,41.87,22.03,24.12,24.12,98.89,120.6,119.9,0.6,909,3.664,12:11:18,2025-04-03,0.30,1,0.003,0.003,-9999.000,-0.016,-0.036,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.487790,2.498907,1.359330,0.843591,0.307103,0.023406,0.154503,0.895891,55.887939,0.000133,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
3,12:17:33,2025-04-03,Petals MtDiablo,Shea Nolan,,022,A,bottom,0.005584,2.539574,0.005572,0.092496,1.057193,1.053872,2.667450,1.610257,10.659334,10.692923,26.979780,0.441786,7.500000,37.42,37.30,23.03,22.09,22.09,98.87,120.4,119.6,0.7,1502,3.660,12:11:18,2025-04-03,0.30,1,0.003,-0.000,0.028,-0.001,-0.004,-0.012,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.480757,2.491439,1.357495,0.842844,0.295045,-0.011411,0.189810,1.410635,50.771713,0.000133,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
4,12:18:13,2025-04-03,Petals MtDiablo,Shea Nolan,,022,A,top,0.014356,2.537581,0.014275,0.258452,1.009061,0.999765,2.764973,1.755913,10.111891,10.205909,27.965677,0.441786,7.500000,35.74,35.41,23.02,22.68,22.68,98.87,120.2,120.0,0.2,816,3.660,12:11:18,2025-04-03,0.30,1,0.004,0.004,-9999.000,-0.005,-0.011,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.477901,2.488875,1.356312,0.843829,0.295176,-0.004589,0.193454,0.814975,50.399063,0.000131,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
5,12:21:58,2025-04-03,Petals MtDiablo,Shea Nolan,,023,A,bottom,0.016894,2.544317,0.016783,0.331912,1.275100,1.263247,3.186274,1.911174,12.777396,12.897290,32.228287,0.441786,7.500000,44.61,44.20,23.22,25.03,25.03,98.87,120.7,119.9,0.6,945,3.658,12:11:18,2025-04-03,0.30,1,0.006,0.003,-9999.000,-0.002,-0.005,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.490933,2.502170,1.360322,0.843704,0.292783,0.020259,0.213055,0.927420,49.015045,0.000133,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
6,12:22:30,2025-04-03,Petals MtDiablo,Shea Nolan,,023,A,top,0.004297,2.541956,0.004290,0.085711,1.099877,1.096806,3.033692,1.933816,11.094421,11.125484,30.686441,0.441786,7.500000,38.27,38.16,23.32,24.21,24.21,98.86,120.5,120.0,0.5,655,3.658,12:22:12,2025-04-03,0.14,1,-0.002,0.000,-9999.000,0.001,-0.003,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.481979,2.492908,1.358913,0.843802,0.291688,0.009618,0.215671,0.675473,48.860191,0.000134,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
7,12:27:43,2025-04-03,Petals MtDiablo,Shea Nolan,,024,A,bottom,0.006293,2.540217,0.006277,0.174664,1.177721,1.171461,3.858497,2.680776,11.849848,11.913169,39.030403,0.441786,7.500000,37.17,36.98,24.94,28.29,28.29,98.86,120.4,119.6,0.7,2092,3.656,12:22:12,2025-04-03,0.14,1,0.002,0.003,-9999.000,0.002,-0.003,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.479863,2.490916,1.357878,0.842823,0.273388,0.038790,0.240072,1.923273,47.374962,0.000133,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
8,12:28:09,2025-04-03,Petals MtDiablo,Shea Nolan,,024,A,top,-0.001245,2.541733,-0.001245,-0.035695,1.160459,1.161737,3.921411,2.760952,11.750508,11.737577,39.663498,0.441786,7.500000,36.53,36.57,24.98,28.56,28.56,98.87,120.5,119.7,0.6,2114,3.655,12:22:12,2025-04-03,0.14,1,-0.001,-0.002,-9999.000,-0.003,-0.003,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.479247,2.489933,1.358780,0.843249,0.272903,0.041638,0.241929,1.942076,47.256233,0.000134,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
9,12:32:27,2025-04-03,Petals MtDiablo,Shea Nolan,,025,A,bottom,0.016492,2.540216,0.016385,0.417281,1.140689,1.125726,3.598357,2.457669,11.385486,11.536821,36.393456,0.441786,7.500000,34.33,33.88,25.74,27.09,27.09,98.87,120.4,119.6,0.7,2151,3.654,12:22:12,2025-04-03,0.14,1,-0.004,-0.002,-9999.000,0.002,0.001,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.475020,2.486414,1.357877,0.842868,0.264774,0.014931,0.259535,1.974268,46.433331,0.000132,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
10,12:32:53,2025-04-03,Petals MtDiablo,Shea Nolan,,025,A,top,-0.000546,2.539614,-0.000546,-0.015428,1.208017,1.208570,3.929346,2.721329,12.223519,12.217926,39.741550,0.441786,7.500000,36.29,36.31,25.77,28.60,28.60,98.87,120.4,119.7,0.6,1579,3.654,12:32:40,2025-04-03,0.10,1,0.003,0.003,-9999.000,-0.006,-0.003,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.478689,2.489470,1.357519,0.843133,0.264480,0.032699,0.261190,1.477422,46.342850,0.000135,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
11,12:38:16,2025-04-03,Petals MtDiablo,Shea Nolan,,026,A,bottom,0.007542,2.538940,0.007520,0.203051,1.296428,1.289153,3.896077,2.599649,13.038603,13.112186,39.405266,0.441786,7.500000,36.61,36.40,26.82,28.45,28.45,98.87,120.3,119.5,0.7,1680,3.652,12:32:40,2025-04-03,0.10,1,-0.004,-0.001,-9999.000,-0.000,-0.005,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.478615,2.489737,1.357119,0.842713,0.253669,0.018402,0.282429,1.565826,45.627594,0.000136,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
12,12:38:41,2025-04-03,Petals MtDiablo,Shea Nolan,,026,A,top,-0.019333,2.542525,-0.019481,-0.455370,1.268290,1.284573,3.523317,2.255027,12.992906,12.828215,35.636848,0.441786,7.500000,35.83,36.29,26.81,26.73,26.73,98.87,120.6,119.6,0.8,645,3.652,12:32:40,2025-04-03,0.10,1,0.001,-0.002,-0.013,-0.001,-0.002,-0.003,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.478442,2.488554,1.359252,0.842938,0.253731,-0.002033,0.283998,0.666351,45.570374,0.000134,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
13,12:43:49,2025-04-03,Petals MtDiablo,Shea Nolan,,027,A,bottom,-0.007407,2.538885,-0.007429,-0.172457,1.179258,1.185444,3.420905,2.241647,11.990507,11.927934,34.601696,0.441786,7.500000,33.05,33.22,26.95,26.23,26.23,98.87,120.3,119.5,0.7,1631,3.650,12:32:40,2025-04-03,0.10,1,0.003,0.003,-0.001,-0.007,-0.008,-0.015,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.473795,2.484286,1.357086,0.842588,0.252384,-0.009513,0.300877,1.523326,44.841171,0.000135,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
14,12:44:23,2025-04-03,Petals MtDiablo,Shea Nolan,,027,A,top,-0.007245,2.542631,-0.007266,-0.164795,1.151841,1.157740,3.343150,2.191308,11.710431,11.650764,33.815643,0.441786,7.500000,32.61,32.77,26.78,25.84,25.84,98.86,120.6,119.5,0.9,1677,3.650,12:44:08,2025-04-03,0.20,1,-0.002,-0.004,-9999.000,-0.000,-0.003,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.473144,2.483484,1.359315,0.842699,0.254100,-0.012036,0.302392,1.563120,44.669151,0.000134,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
15,12:46:49,2025-04-03,Petals MtDiablo,Shea Nolan,,028,A,bottom,0.004402,2.539743,0.004394,0.128226,1.121682,1.117082,3.933523,2.811841,11.296860,11.343387,39.779064,0.441786,7.500000,32.46,32.32,26.40,28.62,28.62,98.88,120.4,119.7,0.6,1740,3.648,12:44:08,2025-04-03,0.20,1,-0.002,-0.002,-9999.000,0.000,-0.007,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.472529,2.483324,1.357596,0.843096,0.257892,0.025356,0.312310,1.617178,44.497849,0.000136,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
16,12:47:06,2025-04-03,Petals MtDiablo,Shea Nolan,,028,A,top,-0.006991,2.537937,-0.007010,-0.169247,1.128756,1.134835,3.460637,2.331881,11.477271,11.415792,34.999504,0.441786,7.500000,32.68,32.86,26.40,26.43,26.43,98.88,120.2,119.5,0.6,858,3.649,12:44:08,2025-04-03,0.20,1,-0.004,-0.001,-9999.000,0.001,0.002,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.473341,2.483668,1.356523,0.842731,0.257981,-0.000660,0.313270,0.851390,44.429543,0.000135,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
17,12:52:25,2025-04-03,Petals MtDiablo,Shea Nolan,,029,A,bottom,0.062531,2.543569,0.061030,1.875346,1.159337,1.092232,4.117124,2.957787,11.044391,11.722939,41.631367,0.441786,7.500000,31.46,29.64,27.50,29.41,29.41,98.89,120.7,119.5,1.0,1731,3.647,12:44:08,2025-04-03,0.20,1,-0.004,-0.004,-9999.000,0.001,-0.005,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.468197,2.481577,1.359875,0.842691,0.246931,0.021805,0.330556,1.609879,44.088364,0.000134,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
18,12:53:01,2025-04-03,Petals MtDiablo,Shea Nolan,,029,A,bottom,0.210840,2.541160,0.194687,5.495148,1.388657,1.192197,4.102344,2.713686,12.055975,14.042657,41.484539,0.441786,7.500000,37.76,32.41,27.46,29.34,29.34,98.89,120.5,119.7,0.7,1683,3.647,12:44:08,2025-04-03,0.20,1,-0.002,-0.002,-0.023,-0.001,-0.003,-0.011,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.472464,2.491187,1.358439,0.843082,0.247252,0.021443,0.332192,1.568444,44.017197,0.000135,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
19,12:53:25,2025-04-03,Petals MtDiablo,Shea Nolan,,029,A,top,0.029400,2.542229,0.029064,0.870010,1.416751,1.385677,4.291537,2.874786,14.012161,14.326393,43.396641,0.441786,7.500000,38.56,37.72,27.45,30.13,30.13,98.89,120.6,119.5,0.9,1286,3.647,12:44:08,2025-04-03,0.20,1,-0.003,-0.003,-9999.000,-0.001,0.002,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.480443,2.492399,1.359076,0.842688,0.247433,0.031235,0.333490,1.223274,43.954967,0.000133,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
20,12:55:43,2025-04-03,Petals MtDiablo,Shea Nolan,,030,A,bottom,0.003922,2.542721,0.003916,0.097000,1.158366,1.154893,3.549469,2.391103,11.679865,11.714981,35.897091,0.441786,7.500000,31.90,31.80,27.25,26.86,26.86,98.88,120.6,119.7,0.8,1549,3.647,12:44:08,2025-04-03,0.20,1,-0.000,-0.003,-9999.000,0.003,0.006,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.471568,2.482298,1.359369,0.843070,0.249384,-0.005733,0.340423,1.451860,43.677094,0.000136,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
21,12:56:13,2025-04-03,Petals MtDiablo,Shea Nolan,,030,A,top,0.003336,2.542665,0.003331,0.092762,1.322808,1.319493,4.001855,2.679047,13.344995,13.378522,40.473679,0.441786,7.500000,36.49,36.40,27.22,28.91,28.91,98.88,120.6,119.6,0.8,1316,3.646,12:55:56,2025-04-03,0.16,1,0.001,-0.003,-0.010,-0.005,-0.001,-0.002,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.478528,2.489393,1.359336,0.842883,0.249695,0.019216,0.341818,1.249242,43.608070,0.000134,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
22,12:59:01,2025-04-03,Petals MtDiablo,Shea Nolan,,031,A,bottom,-0.000138,2.542493,-0.000138,-0.003744,1.332088,1.332221,3.938539,2.606452,13.473146,13.471793,39.831604,0.441786,7.500000,36.53,36.54,27.32,28.64,28.64,98.88,120.6,119.5,0.9,1676,3.645,12:55:56,2025-04-03,0.16,1,0.000,0.001,-9999.000,0.003,0.003,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.478716,2.489439,1.359233,0.842565,0.248717,0.014706,0.350737,1.561585,43.505787,0.000134,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
23,12:59:39,2025-04-03,Petals MtDiablo,Shea Nolan,,031,A,top,0.010537,2.541582,0.010494,0.260569,1.228221,1.218895,3.622967,2.394746,12.328664,12.422997,36.644955,0.441786,7.500000,33.64,33.39,27.34,27.21,27.21,98.87,120.5,119.3,1.0,1655,3.645,12:55:56,2025-04-03,0.16,1,0.002,0.003,-9999.000,0.002,0.004,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.473966,2.485032,1.358690,0.842301,0.248495,-0.002679,0.352719,1.544037,43.550491,0.000135,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
24,13:01:35,2025-04-03,Petals MtDiablo,Shea Nolan,,032,A,bottom,0.005623,2.538739,0.005611,0.161256,1.165991,1.160204,3.934435,2.768444,11.733662,11.792185,39.790703,0.441786,7.500000,31.09,30.94,27.80,28.62,28.62,98.88,120.3,119.5,0.6,1612,3.644,12:55:56,2025-04-03,0.16,1,0.001,0.001,-9999.000,-0.005,-0.005,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.470148,2.481020,1.356999,0.842702,0.244029,0.008728,0.356387,1.506325,43.497921,0.000136,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
25,13:01:52,2025-04-03,Petals MtDiablo,Shea Nolan,,032,A,top,0.009205,2.539903,0.009172,0.280237,1.137611,1.127560,4.079097,2.941485,11.403603,11.505260,41.254044,0.441786,7.500000,30.28,30.01,27.83,29.24,29.24,98.88,120.4,119.6,0.7,1259,3.644,12:55:56,2025-04-03,0.16,1,0.001,0.002,-9999.000,-0.003,-0.004,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.468709,2.479742,1.357691,0.842812,0.243696,0.015849,0.357030,1.200266,43.408157,0.000137,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
