SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
32,11:51:37,2025-03-11,Petals barcode,Shea Nolan,,015,A,bottom,0.007053,2.539926,0.007034,0.129104,1.164315,1.159711,2.931462,1.767147,11.794764,11.841580,29.814230,0.441786,7.500000,37.22,37.08,24.73,23.64,23.64,98.32,120.4,120.1,0.3,148,3.974,11:46:10,2025-03-11,0.11,1,0.002,0.001,-9999.000,0.002,-0.001,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.480058,2.491078,1.357705,0.843996,0.275734,-0.013331,0.393714,0.235605,42.636036,0.000133,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
33,11:52:27,2025-03-11,Petals barcode,Shea Nolan,,015,A,top,0.004736,2.539791,0.004728,0.084739,1.109680,1.106657,2.836744,1.727064,11.255090,11.285839,28.850691,0.441786,7.500000,35.44,35.35,24.74,23.10,23.10,98.32,120.4,119.7,0.6,18,3.973,11:46:10,2025-03-11,0.11,1,0.005,0.002,-9999.000,-0.003,-0.002,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.477453,2.488369,1.357624,0.843100,0.275570,-0.019715,0.395151,0.122374,42.516945,0.000133,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
34,11:58:08,2025-03-11,Petals barcode,Shea Nolan,,016,A,bottom,0.003173,2.539730,0.003169,0.057808,1.135543,1.133481,2.893028,1.757484,11.525528,11.546499,29.417057,0.441786,7.500000,36.47,36.41,24.65,23.42,23.42,98.35,120.4,119.8,0.5,1542,3.968,11:46:10,2025-03-11,0.11,1,-0.000,-0.001,-9999.000,-0.000,0.003,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.479071,2.489957,1.357588,0.843345,0.276602,-0.014916,0.407919,1.445815,42.173622,0.000135,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
35,11:58:45,2025-03-11,Petals barcode,Shea Nolan,,016,A,top,0.003758,2.539864,0.003753,0.071525,1.019823,1.017269,2.857402,1.837579,10.343350,10.369327,29.053404,0.441786,7.500000,32.71,32.63,24.67,23.22,23.22,98.35,120.4,119.8,0.4,251,3.967,11:58:20,2025-03-11,-0.01,1,-0.002,-0.003,0.010,0.002,-0.001,-0.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.473321,2.484357,1.357667,0.843470,0.276318,-0.017556,0.409315,0.324925,42.143940,0.000134,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
1,12:54:44,2025-03-11,Petals barcode,Shea Nolan,,017,A,bottom,-0.002747,2.542161,-0.002750,-0.061168,1.175337,1.177514,3.311814,2.136477,11.979053,11.956907,33.691650,0.441786,7.500000,31.88,31.93,27.51,25.68,25.68,98.30,120.6,119.8,0.6,1808,3.968,12:54:03,2025-03-11,0.13,1,-0.003,-0.001,-9999.000,-0.022,-0.038,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.471725,2.482330,1.359035,0.843377,0.246832,-0.022579,0.130625,1.676388,56.089283,0.000135,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
2,12:55:26,2025-03-11,Petals barcode,Shea Nolan,,017,A,top,-0.000099,2.538277,-0.000099,-0.002304,1.157118,1.157200,3.382462,2.225344,11.773892,11.773056,34.414745,0.441786,7.500000,31.73,31.73,27.32,26.04,26.04,98.29,120.3,119.4,0.7,415,3.967,12:54:03,2025-03-11,0.13,1,-0.001,-0.001,-9999.000,-0.013,-0.023,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.471452,2.482141,1.356725,0.842537,0.248692,-0.016169,0.135570,0.467202,54.820419,0.000130,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
3,12:57:29,2025-03-11,Petals barcode,Shea Nolan,,018,A,bottom,-0.000808,2.540260,-0.000808,-0.022490,1.174478,1.175279,3.839212,2.664734,11.956623,11.948470,39.057964,0.441786,7.500000,32.92,32.94,26.95,28.20,28.20,98.30,120.4,119.4,0.9,1722,3.966,12:54:03,2025-03-11,0.13,1,-0.001,-0.001,-9999.000,-0.005,-0.010,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.473364,2.484042,1.357903,0.842404,0.252391,0.013840,0.148803,1.601709,52.886368,0.000131,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
4,12:57:58,2025-03-11,Petals barcode,Shea Nolan,,018,A,top,0.004363,2.539861,0.004355,0.108801,1.172151,1.168273,3.568510,2.396358,11.885530,11.924982,36.304546,0.441786,7.500000,32.95,32.84,26.90,26.95,26.95,98.29,120.4,119.9,0.4,1031,3.965,12:54:03,2025-03-11,0.13,1,0.001,-0.000,-9999.000,-0.008,-0.012,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.473217,2.484096,1.357666,0.843685,0.252880,-0.000478,0.151686,1.002240,52.553059,0.000134,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
5,12:59:37,2025-03-11,Petals barcode,Shea Nolan,,019,A,bottom,0.000367,2.539672,0.000367,0.007721,1.162464,1.162189,3.182729,2.020265,11.824437,11.827238,32.381989,0.441786,7.500000,32.90,32.89,26.78,25.02,25.02,98.29,120.4,119.7,0.5,127,3.964,12:54:03,2025-03-11,0.13,1,0.001,-0.000,-9999.000,-0.007,-0.007,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.473328,2.484051,1.357554,0.843244,0.254074,-0.021686,0.162015,0.217364,51.727295,0.000132,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
6,13:00:19,2025-03-11,Petals barcode,Shea Nolan,,019,A,top,0.002292,2.539943,0.002290,0.050906,1.168060,1.166246,3.302796,2.134736,11.866326,11.884786,33.605305,0.441786,7.500000,33.34,33.28,26.64,25.64,25.64,98.28,120.4,119.7,0.6,30,3.963,12:54:03,2025-03-11,0.13,1,-0.002,-0.001,-9999.000,-0.004,-0.007,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.473947,2.484745,1.357715,0.843194,0.255499,-0.012787,0.165866,0.132842,51.363586,0.000133,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
7,13:02:50,2025-03-11,Petals barcode,Shea Nolan,,020,A,bottom,-0.001356,2.540850,-0.001357,-0.027811,1.096395,1.097386,3.068014,1.971618,11.167424,11.157337,31.221279,0.441786,7.500000,31.95,31.98,26.29,24.40,24.40,98.27,120.5,119.8,0.6,1403,3.960,12:54:03,2025-03-11,0.13,1,0.000,0.002,-9999.000,-0.003,-0.012,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.472020,2.482669,1.358254,0.843333,0.259109,-0.022939,0.179251,1.324797,50.223827,0.000132,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
8,13:03:13,2025-03-11,Petals barcode,Shea Nolan,,020,A,top,0.003847,2.537895,0.003841,0.088178,1.105081,1.101933,3.310521,2.205440,11.212891,11.244927,33.686726,0.441786,7.500000,32.38,32.29,26.19,25.68,25.68,98.27,120.2,119.6,0.5,476,3.959,12:54:03,2025-03-11,0.13,1,0.000,-0.001,-9999.000,-0.002,-0.004,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.472518,2.483360,1.356498,0.842991,0.260092,-0.007024,0.181382,0.519689,50.027489,0.000134,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
9,13:04:58,2025-03-11,Petals barcode,Shea Nolan,,021,A,bottom,0.003422,2.540158,0.003418,0.070017,1.093277,1.090780,3.063900,1.970624,11.099944,11.125348,31.178709,0.441786,7.500000,32.39,32.32,26.01,24.38,24.38,98.27,120.4,119.8,0.5,2009,3.959,12:54:03,2025-03-11,0.13,1,0.001,0.003,-9999.000,-0.004,-0.005,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.472592,2.483406,1.357843,0.843279,0.262017,-0.019892,0.191155,1.851323,49.664497,0.000133,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
10,13:06:45,2025-03-11,Petals barcode,Shea Nolan,,021,A,top,-0.001414,2.538951,-0.001415,-0.029232,1.070980,1.072023,3.058165,1.987185,10.909093,10.898476,31.120420,0.441786,7.500000,32.57,32.61,25.56,24.35,24.35,98.27,120.3,119.8,0.4,491,3.957,13:05:12,2025-03-11,0.11,1,0.002,0.001,-9999.000,-0.004,-0.004,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.473120,2.483800,1.357125,0.843365,0.266682,-0.015041,0.200399,0.533285,49.160957,0.000134,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
11,13:08:50,2025-03-11,Petals barcode,Shea Nolan,,022,A,bottom,0.001955,2.541150,0.001953,0.038290,1.048497,1.047132,2.935996,1.887498,10.655856,10.669746,29.877359,0.441786,7.500000,32.52,32.48,25.23,23.67,23.67,98.27,120.5,119.9,0.5,137,3.955,13:05:12,2025-03-11,0.11,1,-0.001,-0.000,-9999.000,-0.003,-0.004,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.472992,2.483783,1.358433,0.843562,0.270218,-0.018957,0.210995,0.225282,48.633812,0.000133,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
12,13:09:21,2025-03-11,Petals barcode,Shea Nolan,,022,A,top,0.007120,2.542160,0.007100,0.141942,1.062515,1.057459,2.986624,1.924109,10.761083,10.812535,30.392952,0.441786,7.500000,33.18,33.02,25.12,23.95,23.95,98.27,120.6,119.9,0.5,75,3.955,13:05:12,2025-03-11,0.11,1,0.002,0.000,-9999.000,-0.001,-0.005,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.473837,2.484816,1.359035,0.843681,0.271419,-0.014399,0.213260,0.172143,48.498272,0.000132,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
13,13:11:19,2025-03-11,Petals barcode,Shea Nolan,,023,A,bottom,0.001244,2.541540,0.001243,0.023238,1.107299,1.106471,2.906406,1.799107,11.260731,11.269154,29.578957,0.441786,7.500000,34.67,34.65,25.07,23.50,23.50,98.26,120.5,120.0,0.4,174,3.953,13:05:12,2025-03-11,0.11,1,0.001,-0.000,-9999.000,-0.002,-0.005,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.476324,2.487126,1.358665,0.843918,0.271930,-0.019025,0.222675,0.258025,48.056602,0.000133,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
14,13:12:00,2025-03-11,Petals barcode,Shea Nolan,,023,A,top,0.001658,2.538558,0.001657,0.031157,1.125742,1.124631,2.934777,1.809035,11.446361,11.457673,29.869825,0.441786,7.500000,35.44,35.40,24.98,23.66,23.66,98.25,120.3,119.8,0.4,122,3.952,13:05:12,2025-03-11,0.11,1,-0.002,-0.004,0.004,0.004,-0.001,-0.004,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.477489,2.488317,1.356892,0.843271,0.272908,-0.016131,0.225495,0.212663,47.819496,0.000132,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
15,13:13:56,2025-03-11,Petals barcode,Shea Nolan,,024,A,bottom,-0.003437,2.540668,-0.003442,-0.061474,1.096565,1.098755,2.816264,1.719699,11.184678,11.162381,28.667910,0.441786,7.500000,34.42,34.49,25.03,22.98,22.98,98.24,120.4,119.7,0.6,183,3.951,13:05:12,2025-03-11,0.11,1,-0.000,-0.002,-9999.000,-0.003,-0.005,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.476089,2.486743,1.358146,0.843205,0.272362,-0.024498,0.234952,0.265239,47.571659,0.000133,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
16,13:14:17,2025-03-11,Petals barcode,Shea Nolan,,024,A,top,-0.001405,2.539197,-0.001406,-0.028885,1.120965,1.121994,3.095731,1.974767,11.422000,11.411516,31.514812,0.441786,7.500000,35.20,35.23,25.02,24.55,24.55,98.23,120.3,120.1,0.2,56,3.951,13:05:12,2025-03-11,0.11,1,-0.002,-0.004,-9999.000,-0.003,-0.003,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.477225,2.487947,1.357271,0.844011,0.272461,-0.006382,0.236432,0.154904,47.475098,0.000134,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
17,13:16:08,2025-03-11,Petals barcode,Shea Nolan,,025,A,bottom,0.001959,2.541423,0.001958,0.037258,1.077767,1.076440,2.909018,1.831251,10.958499,10.972009,29.614729,0.441786,7.500000,33.60,33.55,25.15,23.52,23.52,98.23,120.5,120.1,0.3,1559,3.947,13:05:12,2025-03-11,0.11,1,0.001,0.001,-9999.000,0.001,-0.004,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.474649,2.485457,1.358595,0.844025,0.271111,-0.019739,0.244636,1.460596,47.091721,0.000133,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
18,13:16:52,2025-03-11,Petals barcode,Shea Nolan,,025,A,top,0.010043,2.539377,0.010004,0.201845,1.070261,1.063061,3.011106,1.940845,10.821807,10.895098,30.652617,0.441786,7.500000,33.38,33.15,25.14,24.09,24.09,98.23,120.3,120.0,0.3,272,3.949,13:16:22,2025-03-11,0.08,1,0.001,0.003,-9999.000,-0.002,-0.001,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.474040,2.485166,1.357378,0.843843,0.271201,-0.013074,0.247958,0.342731,47.012329,0.000133,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
19,13:18:44,2025-03-11,Petals barcode,Shea Nolan,,026,A,bottom,-0.001429,2.542281,-0.001430,-0.027165,1.082082,1.083049,2.910156,1.828074,11.025561,11.015717,29.625715,0.441786,7.500000,33.45,33.48,25.29,23.52,23.52,98.23,120.6,120.0,0.5,167,3.948,13:16:22,2025-03-11,0.08,1,0.002,0.001,-9999.000,0.002,-0.001,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.474500,2.485240,1.359107,0.843756,0.269574,-0.021333,0.256271,0.251294,46.856762,0.000133,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
20,13:19:07,2025-03-11,Petals barcode,Shea Nolan,,026,A,top,-0.003101,2.540133,-0.003105,-0.060139,1.064018,1.066163,2.928243,1.864224,10.853158,10.831331,29.808472,0.441786,7.500000,32.95,33.01,25.26,23.63,23.63,98.24,120.4,120.0,0.3,17,3.946,13:16:22,2025-03-11,0.08,1,-0.002,-0.002,-9999.000,-0.003,-0.003,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.473803,2.484478,1.357828,0.843795,0.269908,-0.019796,0.257852,0.121376,46.788811,0.000134,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
21,13:22:42,2025-03-11,Petals barcode,Shea Nolan,,027,A,bottom,-0.001956,2.539698,-0.001957,-0.038985,1.237375,1.238763,3.150253,1.912877,12.611582,12.597454,32.072044,0.441786,7.500000,35.97,36.01,26.33,24.84,24.84,98.22,120.4,119.7,0.5,1099,3.944,13:16:22,2025-03-11,0.08,1,0.002,0.002,-9999.000,-0.001,-0.005,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.478122,2.488892,1.357569,0.843165,0.258670,-0.018341,0.271790,1.060969,46.036362,0.000135,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
22,13:23:11,2025-03-11,Petals barcode,Shea Nolan,,027,A,top,0.007357,2.540685,0.007336,0.150592,1.169797,1.164436,3.141730,1.971933,11.856053,11.910631,31.988453,0.441786,7.500000,33.91,33.76,26.37,24.80,24.80,98.21,120.4,119.3,0.9,129,3.943,13:16:22,2025-03-11,0.08,1,0.003,0.004,-9999.000,0.001,-0.005,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.474714,2.485746,1.358156,0.842297,0.258202,-0.019403,0.273665,0.218973,45.950531,0.000137,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
23,13:25:35,2025-03-11,Petals barcode,Shea Nolan,,028,A,bottom,0.002208,2.542226,0.002206,0.045793,1.234138,1.232511,3.226533,1.992395,12.550198,12.566767,32.854576,0.441786,7.500000,34.91,34.87,26.79,25.25,25.25,98.21,120.6,119.6,0.8,164,3.942,13:16:22,2025-03-11,0.08,1,-0.001,0.002,-9999.000,-0.001,-0.001,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.476312,2.487196,1.359074,0.842918,0.253978,-0.019140,0.282426,0.249537,45.370461,0.000135,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
24,13:25:56,2025-03-11,Petals barcode,Shea Nolan,,028,A,top,-0.002599,2.541277,-0.002601,-0.056265,1.184374,1.186375,3.260432,2.076058,12.080261,12.059880,33.199337,0.441786,7.500000,33.52,33.58,26.78,25.42,25.42,98.21,120.5,119.8,0.6,122,3.941,13:16:22,2025-03-11,0.08,1,-0.001,-0.003,-9999.000,0.002,-0.003,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.474368,2.485073,1.358508,0.843413,0.254073,-0.016987,0.283526,0.212491,45.279266,0.000136,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
25,13:27:57,2025-03-11,Petals barcode,Shea Nolan,,029,A,bottom,-0.003805,2.540624,-0.003810,-0.084562,1.195194,1.198202,3.324129,2.128936,12.202987,12.172346,33.854313,0.441786,7.500000,33.98,34.07,26.70,25.75,25.75,98.19,120.4,119.5,0.8,1687,3.940,13:16:22,2025-03-11,0.08,1,0.001,-0.000,-9999.000,0.004,0.001,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.475127,2.485796,1.358120,0.842741,0.254862,-0.012266,0.290355,1.571490,44.911980,0.000133,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
26,13:28:42,2025-03-11,Petals barcode,Shea Nolan,,029,A,top,0.011143,2.538270,0.011095,0.231507,1.130422,1.122167,3.134796,2.004374,11.428646,11.512713,31.926144,0.441786,7.500000,32.34,32.10,26.60,24.76,24.76,98.19,120.3,119.7,0.4,62,3.939,13:28:11,2025-03-11,0.27,1,0.003,0.003,-9999.000,-0.001,0.001,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.472149,2.482994,1.356720,0.843231,0.255898,-0.022494,0.293129,0.160607,44.810772,0.000137,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
27,13:30:29,2025-03-11,Petals barcode,Shea Nolan,,030,A,bottom,0.005456,2.541755,0.005444,0.145621,1.179976,1.174797,3.741236,2.561260,11.962027,12.014762,38.094051,0.441786,7.500000,33.95,33.80,26.50,27.76,27.76,98.21,120.5,119.5,0.8,1682,3.938,13:28:11,2025-03-11,0.27,1,-0.000,0.001,-9999.000,-0.002,-0.002,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.474752,2.485491,1.358793,0.842694,0.256879,0.013822,0.300025,1.567416,44.707775,0.000133,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
28,13:30:58,2025-03-11,Petals barcode,Shea Nolan,,030,A,top,0.010474,2.538668,0.010431,0.245679,1.188007,1.179252,3.446678,2.258671,12.006351,12.095490,35.091763,0.441786,7.500000,34.22,33.97,26.48,26.36,26.36,98.22,120.3,119.7,0.5,1526,3.937,13:28:11,2025-03-11,0.27,1,0.000,-0.000,-9999.000,0.003,-0.001,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.475011,2.485911,1.356957,0.843189,0.257082,-0.002507,0.301720,1.432041,44.626595,0.000133,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
